Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
10773;38658;Arab Agricultural Services Company (Rosso);2380;AAAID;Parent company;Shares/Equity;100.0;;;;
10774;38662;Al Mutamysa for Vegetables and Agricultural Crops Production;2380;AAAID;Parent company;Shares/Equity;42.5;;;;
10775;38662;Al Mutamysa for Vegetables and Agricultural Crops Production;3548;Government of Iraq;Parent company;Shares/Equity;12.5;;;;
10776;38662;Al Mutamysa for Vegetables and Agricultural Crops Production;492;Government of Kuwait;Parent company;Shares/Equity;12.5;;;;
10777;38662;Al Mutamysa for Vegetables and Agricultural Crops Production;1410;Government of Saudi Arabia;Parent company;Shares/Equity;12.5;;;;
10778;38662;Al Mutamysa for Vegetables and Agricultural Crops Production;1913;Government of Sudan;Parent company;Shares/Equity;20.0;;;;
10779;38661;Arab Company for Crop Production;2380;AAAID;Parent company;Shares/Equity;52.76;;;;
10780;38661;Arab Company for Crop Production;3547;Rawabi Co;Parent company;Shares/Equity;47.24;;;;
10781;37956;Bokeo Leilin Rubber Co. Ltd.;2878;Leilin;Parent company;;;;;;
10789;42413;GroupFarm;42414;Timesellers Limited;Parent company;Shares/Equity;100.0;;;;
10790;1719;Kenana Sugar Company;2380;AAAID;Parent company;Shares/Equity;5.59;;;;
10791;1719;Kenana Sugar Company;339;Kuwait Investment Authority (KIA);Parent company;Shares/Equity;30.64;;;;
10792;1719;Kenana Sugar Company;1913;Government of Sudan;Parent company;Shares/Equity;35.33;;;;
10793;1719;Kenana Sugar Company;1410;Government of Saudi Arabia;Parent company;Shares/Equity;10.97;;;;
10799;3389;Brazilian Agroindustrial Company;1716;Pinesso Group;Parent company;Shares/Equity;50.0;;;;
10800;3389;Brazilian Agroindustrial Company;3404;Arab Sudanese Blue Nile Agricultural Company (ASBNACO);Parent company;Shares/Equity;25.0;;;;
10801;3389;Brazilian Agroindustrial Company;1913;Government of Sudan;Parent company;Shares/Equity;25.0;;;;Ministry of Agriculture
10802;3404;Arab Sudanese Blue Nile Agricultural Company (ASBNACO);1913;Government of Sudan;Parent company;Shares/Equity;14.7;;;;
10803;3404;Arab Sudanese Blue Nile Agricultural Company (ASBNACO);2380;AAAID;Parent company;Shares/Equity;85.3;;;;
10804;37080;White Nile Sugar Co. Ltd.;2379;National Pension Fund;Parent company;Shares/Equity;11.0;;;;Overall, Institutions and Banks own 45.19% of White Nile Sugar Company shares.
10805;37080;White Nile Sugar Co. Ltd.;2380;AAAID;Parent company;Shares/Equity;14.38;;;;
10806;37080;White Nile Sugar Co. Ltd.;1913;Government of Sudan;Parent company;Shares/Equity;9.14;;;;
10807;37080;White Nile Sugar Co. Ltd.;1719;Kenana Sugar Company;Parent company;Shares/Equity;31.8;;;;
10808;38663;Arab Sudanese Seeds Company (ASSCO);2380;AAAID;Parent company;Shares/Equity;34.93;;;;
10809;38663;Arab Sudanese Seeds Company (ASSCO);1913;Government of Sudan;Parent company;Shares/Equity;51.55;;;;
10810;38663;Arab Sudanese Seeds Company (ASSCO);3550;Institutions and Banks;Parent company;Shares/Equity;13.52;;;;
10811;41523;SE.MI.S.A;41522;Rovella Capital;Parent company;;;;;;
10813;41794;Enel Green Power  Mexico;41793;Enel Green Power;Parent company;;;;;;
10814;41795;Energía limpia de Palo Alto S.A. DE R.L.  DE C.V.;41794;Enel Green Power  Mexico;Parent company;;;;;;
10815;39245;WHA Hemaraj Cienco 4 Joint Stock Company;4440;Civil Engineering Construction Corporation No. 4 Ltd (CIENCO 4);Parent company;;20.0;;;;Mr. Nguyen Tuan Huynh – General Director of Cienco4 was present in the signing ceremony on the investment agreement.
10816;39245;WHA Hemaraj Cienco 4 Joint Stock Company;4441;Hemaraj Land and Development Public Company Limited;Parent company;;80.0;;;;Mr. David Richard Nardone- Chief Executive of WHA Hemaraj Land and Development (SG) Pte. Ltd was present in the signing ceremony on the investment agreement.
10817;39251;Trang Cat Urban Development Ltd.;4292;Hon Hai Precision Industry Co., Ltd;Parent company;Shares/Equity;50.0;;;;Foxconn, the trade name for Hon Hai Precision Industry Co. Ltd., is Taiwan’s largest technology company, the largest manufacturer of connectors for use in PCs in Taiwan and a world leading manufacturer of connectors and cable assemblies.
10818;39251;Trang Cat Urban Development Ltd.;4290;KINHBAC CITY DEVELOPMENT HOLDING CORPORATION;Parent company;Shares/Equity;50.0;;;;Kinh Bac City Development Holding Corporation is a prominent developer of industrial parks in Vietnam
10819;42338;Sinenergy Pte Ltd;42337;SHS HOLDINGS LTD.;Parent company;;;;;;
10820;42420;HDFC Sinpower Ltd;42339;Ditrolic Solar;Parent company;;;;;;
10821;42420;HDFC Sinpower Ltd;42340;IFDC Solar Power (BD) Ltd;Parent company;;;;;;
10822;42420;HDFC Sinpower Ltd;42338;Sinenergy Pte Ltd;Parent company;;;;;;
10823;39254;Nam Hong Jababeka Company-;4459;Jababeka Group;Parent company;Shares/Equity;;;;;Indonesia
10824;39254;Nam Hong Jababeka Company-;4458;Nam Hong Company Ltd;Parent company;Shares/Equity;;;;;Vietnam
10825;42343;Teesta Power Limited;42341;BEXIMCO Group;Parent company;;;;;;
10826;42343;Teesta Power Limited;42342;TBEA Xinjiang Sunoasis Co Ltd;Parent company;;;;;;
10827;39608;Kunming Gaoshen Rubber Planting Co. Ltd;4855;Gaoshen Group;Parent company;;;;;;
10828;39733;Unknown (Astral Asia);4948;Astral Asia;Parent company;Shares/Equity;85.0;;;;Malaysia-based company
10829;39733;Unknown (Astral Asia);4950;Green Future Company Ltd;Parent company;Shares/Equity;7.5;;;;Taiwan-based company
10830;39733;Unknown (Astral Asia);4949;Myanmar Combiz Services Company Ltd;Parent company;Shares/Equity;7.5;;;;Myanmar-based company
10834;38421;Westfalia Fruto Mocambique Ltda;3117;AgDevCo;Parent company;Shares/Equity|Debt financing;25.0;7870000.0;;2014;Committed loan amount: US$7,870,000. US$2.69 million investment made.
10835;38421;Westfalia Fruto Mocambique Ltda;42186;Westfalia Fruits;Parent company;Shares/Equity;75.0;;;;WFM is 75% owned by Westfalia Fruits.
10836;3117;AgDevCo;41360;Department for International Development (DFID);Tertiary investor/lender;Shares/Equity;;;;;DFID is one of the five members of AgDevCo Holdings, the sole shareholder of AgDevCo  Ltd.
10837;3117;AgDevCo;41361;Mastercard Foundation;Tertiary investor/lender;;;;;;
10838;3457;African Agricultural Capital Fund;41014;USAID;Tertiary investor/lender;;;;;;
10839;38598;Tropha Estates Ltd;3457;African Agricultural Capital Fund;Parent company;Debt financing;;2040000.0;;2014-11-28;Pearl Capital Partners, which manages the AACF, announced an investment of US$2,040,000 in Tropha.
10840;38598;Tropha Estates Ltd;3456;Jacoma Estates Ltd;Parent company;Shares/Equity;;;;;
10841;38598;Tropha Estates Ltd;3117;AgDevCo;Tertiary investor/lender;Debt financing;;3700000.0;;;US$3.7 million loans. AgDevCo also has $US2 million equity in Tropha's parent company Jacoma Estates
10842;3456;Jacoma Estates Ltd;984;CDC Group plc;Tertiary investor/lender;Shares/Equity;;;;;In 2016, CDC invested $8 million of equity into Jacoma through the Impact Accelerator to help the company expand Tropha’s farming and processing operations.
10843;3456;Jacoma Estates Ltd;3117;AgDevCo;Tertiary investor/lender;Shares/Equity;;;;;US$2.0m equity investment
10845;41342;Saise Farming Enterprises Ltd (SFEL);3117;AgDevCo;Parent company;Shares/Equity|Debt financing;;1600000.0;;;AgDevCo is the majority shareholder and has invested US$6,135,000. AgDevCo has invested $1.7M in equity, $1.6M in long-term debt, as well as working capital loans.
10846;41344;Phata Sugarcane Outgrowers Cooperative;3117;AgDevCo;Tertiary investor/lender;Debt financing;;1600000.0;;2016;
10849;41346;Citrinos do Umbelúzi (Citrum);3117;AgDevCo;Parent company;Shares/Equity;;;;;"AgDevCo investment $1,520,000 in 2017 gives AgDevCo a significant minority stake . It has committed to a US$5,575,000 investment.
AgDevCo’s current portfolio has $149m of committed funds into 46 companies."
10850;41346;Citrinos do Umbelúzi (Citrum);42428;Nika;Parent company;Shares/Equity;;;;;US$1.85 million investment makes Nika the majority stake in Citrum.
10851;41346;Citrinos do Umbelúzi (Citrum);2093;Government of Mozambique;Parent company;Shares/Equity;;;;;Less than 10%
10852;35787;Mumias Sugar;41178;Booker McConnel;Parent company;;4.0;;;;
10853;35787;Mumias Sugar;41179;East African Development Bank;Parent company;;3.0;;;;
10854;35787;Mumias Sugar;1154;Government of Kenya;Parent company;;71.0;;;;
10855;35787;Mumias Sugar;41177;Kenya Commercial Finance Company;Parent company;;5.0;;;;
10856;36717;Compagnie Sucrière Sénégalaise CSS;1957;Mimran Group;Parent company;;100.0;;;;
10871;38255;Sasumua Holdings Limited;3117;AgDevCo;Tertiary investor/lender;Shares/Equity;;;;;US$2,340,000 committed investment. US$1,680,000 investment made.
10872;41348;EcoFarm Moçambique Lda;3117;AgDevCo;Tertiary investor/lender;Shares/Equity;25.0;;;;US$4,030,000 committed investment. US$3,980,000 investment made.
10873;41348;EcoFarm Moçambique Lda;42431;Agriculture Fast Track (AFT) Fund;Tertiary investor/lender;;;797500.0;;2014;EcoFarm received a US$797,500 grant from the AFT Fund in 2014. A total of US$731,211.94 was imbursed.
10874;41348;EcoFarm Moçambique Lda;3117;AgDevCo;Parent company;;;;;;
10875;40984;Rungwe Avocado Company Ltd;3117;AgDevCo;Parent company;Shares/Equity|Debt financing;26.21;2130288.0;;;Agdevco has provided $2,130,288 investment: debt and equity
10876;40984;Rungwe Avocado Company Ltd;41333;Tatepa Limited;Parent company;Shares/Equity;59.51;;;;see https://africanfinancials.com/company/tz-tatepa/
10877;37882;Unknown (Chaleurn SCF Company Ltd.);2820;Chaleurn SCF Company Ltd.;Parent company;;;;;;
10881;41334;Wakulima Tea Company Limited;42432;Rungwe Smallholders Tea Growers Association (RSTGA);Parent company;Shares/Equity;30.0;;;;
10882;41334;Wakulima Tea Company Limited;41333;Tatepa Limited;Parent company;Shares/Equity;70.0;;;;
10883;41334;Wakulima Tea Company Limited;3117;AgDevCo;Tertiary investor/lender;Debt financing;;228384.0;;;US$329,440 committed budget. US$228,384 budget disbursed. AgDevCo Smallholder Development Unit provides technical assistance.
10885;42434;International Paper (Russia) Holding Company LLC;42417;International Paper Company;Parent company;;;;;;
10886;42433;CJSC International Paper;42434;International Paper (Russia) Holding Company LLC;Parent company;;;;;;
10890;36096;Kilombero Plantations Ltd.;42435;Overseas Private Investment Corporation (OPIC);Tertiary investor/lender;Debt financing;;20000000.0;;;US$20 million loan
10891;36096;Kilombero Plantations Ltd.;3117;AgDevCo;Tertiary investor/lender;Debt financing;;8900000.0;;;"US$9,370,000 committed investment. US$8,900,000 investment made.
AgDevCo has funded the construction of an on-site biomass gasifier plant, powered by rice husks (a by-product of the rice milling process) and enabled the roll-out of the 3,000-ha irrigation scheme. AgDevCo is also promoting the development of KPL’s outgrower programme, facilitating input credit packages and off-take contracts for smallholder farmers, previously trained by the company."
10892;36096;Kilombero Plantations Ltd.;1494;Rufiji Basin Development Authority (RUBADA);Parent company;Shares/Equity;8.0;;;;
10893;36096;Kilombero Plantations Ltd.;1493;Agrica;Parent company;Shares/Equity;92.0;;;;
10895;39806;Agritech Benin;42436;Agritech Group Holdings International;Parent company;;;;;;
10896;1139;Agriterra Ltd;42438;Gersec Trust;Tertiary investor/lender;Shares/Equity;13.09;;;;
10897;1139;Agriterra Ltd;42437;Magister Investments Limited;Tertiary investor/lender;Shares/Equity;50.01;;;;Mr Rudland's interest is held through Magister Investments Limited ('Magister'). Magister is a private limited company incorporated in the Republic of Mauritius, wholly owned by Mauritius International Trust Company Limited, as trustee of the Casa Trust (a Mauritius registered trust). Mr. Hamish Rudland is the settlor of the Casa Trust and the beneficiaries of the Casa Trust are Mr. Rudland, his wife, Mrs. Bridgette Rudland and their three children (all of whom are under 18 years old). Mr Hamish Rudland is director of Agriterra.
10902;42327;SouthEast Asia Energy Ltd;42328;CK Power Public Company LTd;Parent company;Shares/Equity;61.3;;;;
10904;42079;Arla Foods ltd (Nigeria);42078;Arla Foods;Parent company;Shares/Equity;;;;;
10906;37736;GOPDC (Ghana Oil Palm Development Corporation);1378;Société d’Investissement pour l’Agriculture Tropicale (SIAT);Parent company;Shares/Equity;100.0;;;;
10907;4580;RMG Concept Limited;42441;Atlantic Coast Regional Fund (ACRF);Tertiary investor/lender;;;;;;
10908;4580;RMG Concept Limited;41362;Sidra Capital;Tertiary investor/lender;;;;;;
10909;4580;RMG Concept Limited;41363;Inoks Capital SA;Tertiary investor/lender;;;;;;
10910;1378;Société d’Investissement pour l’Agriculture Tropicale (SIAT);4353;Wienco;Parent company;Shares/Equity;11.58;;;;
10911;1378;Société d’Investissement pour l’Agriculture Tropicale (SIAT);41865;Vanderbeeck family;Parent company;Shares/Equity;86.73;;;;"Through FIMAVE NV
In 2017 Fimave NV obtained shares previously held by GMG Global (currently owned by Halcyon Agri Corporation, in which Sinochem owns a majority share)"
10912;41427;Al Dahra Holding LLC;42439;ADQ;Tertiary investor/lender;Shares/Equity;50.0;;;;Acquired in May 2020
10913;41441;Al Dahra Egypt;346;Al Dahra Agricultural Company LLC;Parent company;;;;;;
10914;39850;Al Qudra Agriculture LLC in Algeria;350;Al Qudra Holding;Parent company;Shares/Equity;100.0;;;;
10916;35666;Rajhi International Agricultural Investment Egypt (RAIE);1350;Al Rajhi International for Investment;Parent company;Shares/Equity;100.0;;;;
10917;37527;Amatheon Agri Zambia Limited;2597;Amatheon Agri Holding N.V.;Parent company;Shares/Equity;82.0;;;;
10918;37527;Amatheon Agri Zambia Limited;4313;Toyota Tsusho Corporation;Parent company;;;;;;
10921;38704;Amatheon Agri Uganda Limited (AAUL);2597;Amatheon Agri Holding N.V.;Parent company;Shares/Equity;100.0;;;;
10922;38706;Amatheon Agri Zimbabwe;2597;Amatheon Agri Holding N.V.;Parent company;Shares/Equity;100.0;;;;Amatheon Holding owns 100% of the Zimbabwean registered subsidiary. This subsidiary has entered into partnership with local title holders, but not on an equity basis.
10925;37872;Hoang Anh – Quang Minh Rubber Industrial and Agricultural JSC;117;Vietnam Rubber Group;Parent company;;;;;;
10926;37872;Hoang Anh – Quang Minh Rubber Industrial and Agricultural JSC;253;Hoang Anh Gia Lai (HAGL);Parent company;;59.0;;;;
10927;38442;Malawi Mangoes (Operations) Limited;42464;Malawi Mangoes (Mauritius) Ltd;Parent company;Shares/Equity;;;;;See https://foreignpolicy.com/2018/10/18/african-governments-are-paying-for-the-world-banks-mauritian-miracle-malawi-mauritius-offshore-tax-havens-evasion-ifc/
10928;42464;Malawi Mangoes (Mauritius) Ltd;4401;FMO (Netherlands Development Finance Company);Tertiary investor/lender;Debt financing;;2500000.0;;26-06-2014;"US$2.5 million co-investment with IFC and Global Agriculture and Food Security Program (GAFSP) 
(https://www.fmo.nl/project-detail/32056#:~:text=Malawi%20Mangoes%20sources%20bananas%20and,and%20international%20fruit%20drink%20manufacturers.)"
10929;42464;Malawi Mangoes (Mauritius) Ltd;42462;Global Agriculture and Food Security Program (GAFSP);Tertiary investor/lender;Debt financing;;5000000.0;;2014;US$5 million co-investment with IFC and FMO.
10930;42464;Malawi Mangoes (Mauritius) Ltd;41508;IFC (International Finance Corporation);Tertiary investor/lender;Debt financing;;5000000.0;;2014;US$5 million co-investment with GAFSP and FMO.
10931;42464;Malawi Mangoes (Mauritius) Ltd;42463;EXMceuticals;Parent company;Shares/Equity;;;;;"EXMceutical acquired Malawi Mangoes in 2018/19 with the plan to grow medicinal cannabis. 
https://www.slideshare.net/MomentumPR/exm-ceuticals-fact-sheet-exmcse-july-2019"
10933;42465;BXR Agro;3258;BXR Group;Parent company;;;;;;
10934;37514;Grands Domaines du Sénégal (GDS);1453;Compagnie fruitière;Parent company;Shares/Equity;100.0;;;;
10937;35652;Plantations du Haut Penja (PHP);1453;Compagnie fruitière;Parent company;Shares/Equity;100.0;;;;Plantations du Haut-Penja (PHP), the Cameroonian subsidiary of Compagnie Fruitière
10938;37444;La Société de Culture Bananière (SCB);1453;Compagnie fruitière;Parent company;Shares/Equity;;;;;
10939;37471;Golden Exotics Limited (GEL);1453;Compagnie fruitière;Parent company;Shares/Equity;100.0;;;;
10942;41897;Terranova Agro LLC;41896;HTKF GmbH & Co. KG;Parent company;Shares/Equity;98.0;;;;
10944;37476;Volta Red Farms Ltd (VRL);3607;Volta Red;Parent company;Shares/Equity;100.0;;;;
10945;42453;Sun Paper Holdings Laos Company Ltd.;40210;Shandong Sun Paper ;Parent company;;;;;;
10946;5037;PBC Limited;1114;Government of Ghana;Parent company;Shares/Equity;36.69;;;;
10947;39995;PBC Shea Ltd;5037;PBC Limited;Parent company;Shares/Equity;;;;;
10948;39999;Cocoa Touton Processing Company (CTPC);5038;Touton S.A.;Parent company;;;;;;
10949;42470;International Paper ZAO;42434;International Paper (Russia) Holding Company LLC;Parent company;;;;;;
10950;40558;Komenda sugar factory;42473;Park Agrotech Ghana Limited;Parent company;;;;;;Entered into a 15-year concession to manage and operate the facility
