Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
2004;37757;Société de tomates séchées STS;2524;Fordaluis;Parent company;;;;;;
2006;37760;Unknown (Hadi Property Investment);2746;Hadi Property Investment;Parent company;;;;;;
2008;37763;Agro Forest Plantation (AFP);2748;Egyptian  African Company (EAC);Parent company;;;;;;
2009;37766;Eco Carbone Tanzania;1826;Eco-Carbone;Parent company;;;;;;
2010;37771;Kiryana Ranch;2751;Mukwano Group of Companies;Parent company;;100.0;;;;
2011;37772;Outspan Bolovens Limited (OBL);967;Olam International Ltd.;Parent company;;;;;;
2014;37777;Unknown (RTL World Trade Company);2758;RTL World Trade Company;Parent company;;;;;;
2015;37778;Unknown (Thai Beverage Public Company Limited (Thai Bev));2759;Thai Beverage Public Company Limited (Thai Bev);Parent company;;;;;;
2016;37779;Dau Tieng - Viet Lao Rubber Joint Stock Company;117;Vietnam Rubber Group;Parent company;;;;;;
2017;37780;West End Farms;1870;Phatisa Group Limited;Parent company;;;;;;
2020;37813;Unknown (Prime Minister);1103;Prime Minister;Parent company;;100.0;;;;
2021;37818;Unknown (China National Constructional and Agricultural Machinery Import and Export Corp. (CAMCE), Palawan Bioenergy Development Corporation);2777;Palawan Bioenergy Development Corporation;Parent company;;;;;;
2022;37818;Unknown (China National Constructional and Agricultural Machinery Import and Export Corp. (CAMCE), Palawan Bioenergy Development Corporation);402;China CAMC Engineering Co. Ltd. (CAMC);Parent company;;;;;;
2023;37820;Unknown (Biomax, Gourock Ropes & Canvas (Z) Ltd);2779;Gourock Ropes & Canvas (Z) Ltd;Parent company;;;;;;
2024;37820;Unknown (Biomax, Gourock Ropes & Canvas (Z) Ltd);2742;Biomax;Parent company;;;;;;
2031;37831;Dien Bien - Northern Lao Rubber Co. Ltd.;117;Vietnam Rubber Group;Parent company;;;;;;
2032;37832;Ho Chi Minh City Rubber JSC;117;Vietnam Rubber Group;Parent company;;;;;;
2033;37833;Viet Nam-Laos Coffee Joint Stock Co.;2786;Viet Nam National Coffee Corp. (Vinacafe);Parent company;;;;;;
2034;37833;Viet Nam-Laos Coffee Joint Stock Co.;2787;Dak Uy Coffee Company;Parent company;;;;;;
2035;37834;Tin Nghia Agro-product Processing Company;2788;Tin Nghia Corporation;Parent company;;;;;;
2036;37835;Unknown (Saigon Agricultural Corporation);2789;Saigon Agricultural Corporation;Parent company;;;;;;
2040;37905;Unknown (Kuok Group, San Miguel Corp.);438;Kuok Group;Parent company;;;;;;
2041;37905;Unknown (Kuok Group, San Miguel Corp.);437;San Miguel Corp.;Parent company;;;;;;
2042;37868;Unknown (First Pacific, Sterling Paper Group);2764;First Pacific;Parent company;;;;;;
2043;37868;Unknown (First Pacific, Sterling Paper Group);2814;Sterling Paper Group;Parent company;;;;;;
2044;37846;Unknown (Guangdong Guangyan Fishery Group Co. Ltd. , Sun Warm Tuna Co.);407;Guangdong Guangyan Fishery Group Co. Ltd.;Parent company;;;;;;
2045;37846;Unknown (Guangdong Guangyan Fishery Group Co. Ltd. , Sun Warm Tuna Co.);2800;Sun Warm Tuna Co.;Parent company;;;;;;
2046;37847;Delta Lao Coffee;2801;Delta Coffee;Parent company;;;;;;
2049;37854;Vietnam-Laos Friendship Rubber Co. (LVF);2808;Binh Dinh Pharmaceutical and Medical Equipment Company (BIDIPHAR);Parent company;;80.0;;;;
2050;37854;Vietnam-Laos Friendship Rubber Co. (LVF);2809;CBF Pharma Company;Parent company;;80.0;;;;
2051;37854;Vietnam-Laos Friendship Rubber Co. (LVF);253;Hoang Anh Gia Lai (HAGL);Parent company;;80.0;;;;
2052;37856;Hoang Anh Attapeu Sugar Cane Co., Ltd.;253;Hoang Anh Gia Lai (HAGL);Parent company;;92.12;;;;
2054;37887;Unknown (BioEnergy Northern Luzon Inc., Pacific Bio-Fields Corp);2826;BioEnergy Northern Luzon Inc.;Parent company;;;;;;
2055;37887;Unknown (BioEnergy Northern Luzon Inc., Pacific Bio-Fields Corp);421;Pacific Bio-Fields Corp;Parent company;;;;;;
2060;37869;Philippine Fuhua Sterling Agricultural Technology Development Corporation;413;Jilin Fuhua Agricultural Science and Technology Development Co. Ltd.;Parent company;;;;;;
2061;37869;Philippine Fuhua Sterling Agricultural Technology Development Corporation;2814;Sterling Paper Group;Parent company;;;;;;
2063;37876;Unknown (Rajarambapu Patil Sahakari Sakhar Karkhana Ltd.);2816;Rajarambapu Patil Sahakari Sakhar Karkhana Ltd.;Parent company;;;;;;
2064;37879;Unknown (Pavina Coffee Company, Ltd.);2818;Pavina Coffee Company, Ltd.;Parent company;;;;;;
2065;37883;Unknown (Houfuco Company, Ltd.);2821;Houfuco Company, Ltd.;Parent company;;;;;;
2066;37885;Unknown (Paolong Rubber Plantation Company, Ltd.);2823;Paolong Rubber Plantation Company, Ltd.;Parent company;;;;;;
2067;37886;Unknown (Jiasouang Rubber Promotion Co., Ltd.);2824;Jiasouang Rubber Promotion Co., Ltd.;Parent company;;;;;;
2068;37888;Sarangani Bio Corporation (SBC);2827;SAFI Agro Industries Inc.;Parent company;;;;;;
2069;37888;Sarangani Bio Corporation (SBC);2829;Unknown;Parent company;;;;;;
2070;37888;Sarangani Bio Corporation (SBC);2828;Unknown;Parent company;;;;;;
2071;37889;China-Lao Ruifeng Rubber Company;2830;Kunming Ruipu Biotechnology Co. Ltd.;Parent company;;;;;;
2072;37894;Unknown (Diyuan);2834;Diyuan;Parent company;;;;;;
2073;37895;Unknown (Shengli Rubber Co);2835;Shengli Rubber Co;Parent company;;;;;;
2074;37901;Rera Holdings Limited;2446;Brilliant Investment Ltd;Parent company;;;;;;
2075;37915;Southern Forest Resources (SFR);2622;Unknown (#158852);Parent company;;;;;;
2076;37915;Southern Forest Resources (SFR);2063;Itochu Corporation;Parent company;;;;;;
2077;37916;D1 Oils Fuel Crops India Private Limited;170;NEOS Resources PLC;Parent company;;;;;;
2078;37921;Unknown (Jiachuang Rubber Promotion Company Ltd.);2847;Jiachuang Rubber Promotion Company Ltd.;Parent company;;;;;;
2084;37923;Unknown (Taijiang);2848;Taijiang;Parent company;;;;;;
2087;37927;Sino-Lao Rubber Company;2059;Tongly;Parent company;;;;;;
2088;37927;Sino-Lao Rubber Company;2851;Yunnan Local Product Import Export Company;Parent company;;;;;;
2089;37927;Sino-Lao Rubber Company;2850;Sino-Lao Jinrun Development Company;Parent company;;;;;;
2090;37927;Sino-Lao Rubber Company;2852;Beijing Jinrun Rubber Co. Ltd.;Parent company;;;;;;
2093;37930;Partrouge Moçambique Lda;938;Quifel Holdings;Parent company;;;;;;
2094;37932;Unknown (Ying Jiu Pa Company Ltd.);2857;Ying Jiu Pa Company Ltd.;Parent company;;;;;;
2095;37933;Unknown (Jien Fong);2961;Jianfong Rubber Development Co., Ltd.;Parent company;;;;;;
2097;37936;Unknown (Chongxay Rubber Co., Ltd.);2862;Chongxay Rubber Co., Ltd.;Parent company;;;;;;
2098;37937;Mocambique Inhlavuka;170;NEOS Resources PLC;Parent company;;;;;;
2100;37940;Unknown (Bao Sen Rubber Development);2864;Bao Sen Rubber Development;Parent company;;;;;;
2103;37948;Unknown (Chonghe);2869;Chonghe;Parent company;;;;;;
2105;37950;Unknown (Yunnan Rubber Company Ltd.);2872;Yunnan Rubber Company Ltd.;Parent company;;;;;;
2106;37952;Unknown (Seunly Rubber Plantation Company);2874;Seunly Rubber Plantation Company;Parent company;;;;;;
2107;37953;Unknown (Deshang);2875;Deshang;Parent company;;;;;;
2108;37954;Unknown (Jiafeng);2876;Jiafeng;Parent company;;;;;;
2109;37955;Unknown (Jinsen);2877;Jinsen;Parent company;;;;;;
2111;37958;LS (Ruipu);2830;Kunming Ruipu Biotechnology Co. Ltd.;Parent company;;;;;;
2112;37959;Unknown (Luhang);2880;Luhang;Parent company;;;;;;
2113;37961;Unknown (Nanyong);2881;Nanyong;Parent company;;;;;;
2114;35645;SOSUCAM;1838;Government of Cameroon;Parent company;;27.0;;;;
2115;35645;SOSUCAM;974;Somdiaa;Parent company;;27.0;;;;
2117;37970;Unknown (Korea Overseas Grain Investment and Development Co, Philippine Agricultural Development and Commercial Corp., Philippine Maize Federation);2889;Korea Overseas Grain Investment and Development Co;Parent company;;;;;;
2118;37970;Unknown (Korea Overseas Grain Investment and Development Co, Philippine Agricultural Development and Commercial Corp., Philippine Maize Federation);2886;Philippine Maize Federation;Parent company;;;;;;
2119;37970;Unknown (Korea Overseas Grain Investment and Development Co, Philippine Agricultural Development and Commercial Corp., Philippine Maize Federation);2887;Philippine Agricultural Development and Commercial Corp.;Parent company;;;;;;
2120;37926;Unknown (Tabuk Agricultural Development Company (TADCO));448;Tabuk Agricultural Development Company (TADCO);Parent company;;;;;;
2121;38027;Dole Philippines Inc (DOLEFIL);2063;Itochu Corporation;Parent company;;;;;;
2123;37945;Unknown (Basic Energy Corporation);2867;Basic Energy Corporation;Parent company;;;;;;
2124;37996;Unknown (Abbar and Zainy, Far East Agricultural Investment Co);442;Far East Agricultural Investment Co;Parent company;;;;;;
2125;37996;Unknown (Abbar and Zainy, Far East Agricultural Investment Co);2917;Abbar and Zainy;Parent company;;;;;;
2126;37999;Unknown (Abdulaye Wade);2920;Abdulaye Wade;Parent company;;;;;;
2127;37957;Unknown (Central Luzon Bioenergy Corp., Enviroplasma);456;Central Luzon Bioenergy Corp.;Parent company;;;;;;
2128;37957;Unknown (Central Luzon Bioenergy Corp., Enviroplasma);2879;Enviroplasma;Parent company;;;;;;
2129;37976;OceanaGold Philippines Inc;464;OceanaGold Corporation;Parent company;;;;;;
2130;38011;Corporación Miraflores S.A (COMISA);2935;Cocha Nueva;Parent company;;20.0;;;;
2131;38011;Corporación Miraflores S.A (COMISA);2934;Rodolfo Eduardo León Ramirez;Parent company;;20.0;;;;
2132;38011;Corporación Miraflores S.A (COMISA);2936;James Leigh García;Parent company;;20.0;;;;
2133;38011;Corporación Miraflores S.A (COMISA);2930;Cooperativa Agraria San José de La Golondrina;Parent company;;20.0;;;;
2134;38011;Corporación Miraflores S.A (COMISA);2931;Ernesto Antenor León Ramirez;Parent company;;20.0;;;;
2135;38011;Corporación Miraflores S.A (COMISA);2932;Jorge Angel Raygada Tavara;Parent company;;20.0;;;;
2136;38011;Corporación Miraflores S.A (COMISA);2933;Luis Antonio León Ramirez;Parent company;;20.0;;;;
2140;38018;Hainan Jinhai Pulp & Paper Industry Co., Ltd.;173;Sinar Mas Group;Parent company;;;;;;
2141;38020;Unknown (Sinar Mas Group);173;Sinar Mas Group;Parent company;;;;;;
2142;38024;Curcas Oil Philippines Inc;2941;Curcas Oil N.V.;Parent company;;;;;;
2143;38030;China Tea Co., Ltd.;1348;Cofco;Parent company;;;;;;
2149;38000;Unknown (Hayat);2921;Hayat;Parent company;;;;;;
2152;38036;Unknown (Abengoa SA);2946;Abengoa SA;Parent company;;;;;;
2155;38046;Haofeng (Qingdao) Food Co., Ltd;2960;HONGKONG YONGXIN GROUP CO., LIMITED;Parent company;;;;;;
2156;38046;Haofeng (Qingdao) Food Co., Ltd;2959;Qingdao Kaifeng Organic Vegetable Development Co., Ltd.;Parent company;;;;;;
2157;38048;Unknown (Laos-China Jiantaly Rubber Development);2962;Laos-China Jiantaly Rubber Development;Parent company;;;;;;
2158;38052;Unknown (Daewoo International Corporation, GAIL (India) Ltd., Korea Gas Corporation, Myanma Oil and Gas Enterprise (MOGE), Oil and Natural Gas Corporation Limited);2969;GAIL (India) Ltd.;Parent company;;51.0;;;;
2159;38052;Unknown (Daewoo International Corporation, GAIL (India) Ltd., Korea Gas Corporation, Myanma Oil and Gas Enterprise (MOGE), Oil and Natural Gas Corporation Limited);2966;Daewoo International Corporation;Parent company;;51.0;;;;
2160;38052;Unknown (Daewoo International Corporation, GAIL (India) Ltd., Korea Gas Corporation, Myanma Oil and Gas Enterprise (MOGE), Oil and Natural Gas Corporation Limited);2967;Korea Gas Corporation;Parent company;;51.0;;;;
2161;38052;Unknown (Daewoo International Corporation, GAIL (India) Ltd., Korea Gas Corporation, Myanma Oil and Gas Enterprise (MOGE), Oil and Natural Gas Corporation Limited);2968;Oil and Natural Gas Corporation Limited;Parent company;;51.0;;;;
2162;38052;Unknown (Daewoo International Corporation, GAIL (India) Ltd., Korea Gas Corporation, Myanma Oil and Gas Enterprise (MOGE), Oil and Natural Gas Corporation Limited);2970;Myanma Oil and Gas Enterprise (MOGE);Parent company;;51.0;;;;
2163;38053;Unknown (Lilieng Power Co. Ltd.);2971;Lilieng Power Co. Ltd.;Parent company;;;;;;
2164;38054;Unknown (Lilieng Biological Development Co.);2972;Lilieng Biological Development Co.;Parent company;;;;;;
2165;38044;Isabela Alcogas Corporation;2957;Greenergy Holdings Inc;Parent company;;50.0;;;;
2166;38056;Xeunva Trading & Rubber Plantation Co. Ltd.;2849;Xeunhua Commerce Company, Ltd.;Parent company;;;;;;
2168;38077;Nakeen Corporation;2991;A Brown Company Inc;Parent company;;;;;;
2169;38060;Unknown (Tobishima Corporation);2975;Tobishima Corporation;Parent company;;;;;;
2170;38061;Lising Sipsongphanna Trading and Rubber Plantation Company Ltd.;2976;Provincial Military Headquarter;Parent company;;;;;;
2171;38062;Bortaen-Denkham Trading Zone;2029;Unknown;Parent company;;;;;;
2172;38062;Bortaen-Denkham Trading Zone;2977;Unknown (#159326);Parent company;;;;;;
2173;38063;Unknown (Curcas Energy Australia);467;Curcas Energy Australia;Parent company;;;;;;
2174;38072;Unknown (BioJet Corporation);2986;BioJet Corporation;Parent company;;;;;;
2177;38089;Unknown (Samling Group);306;Samling Global Ltd.;Parent company;;;;;;
2178;38090;Inteko-Agro LLC;882;Inteko;Parent company;;;;;;
2182;38102;Mission Biofuels India Pvt Limited;300;Mission NewEnergy Limited;Parent company;;;;;;
2184;38110;Minera Chinalco Perú S.A;3004;Aluminum Corporation of China (CHINALCO)_;Parent company;;100.0;;;;
2185;38112;Unknown (Virgin Group Limited);3007;Virgin Group Limited;Parent company;;100.0;;;;
2186;38113;Agrifirma Brasil Agropecuária S.A. (ABA S.A.);3008;Genagro Ltd;Parent company;;;;;;
2187;38113;Agrifirma Brasil Agropecuária S.A. (ABA S.A.);3005;Brasil Agronegócio FIP;Parent company;;;;;;
2189;38116;PT Agro Nusa Abadi;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2190;38120;Mwera Tea Estates Ltd.;1446;Madhvani Group;Parent company;;100.0;;;;
2191;38121;Nakigalala Tea Estate;1446;Madhvani Group;Parent company;;100.0;;;;
2192;38123;PT Sawit Jaya Abadi;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2193;38124;PT Cipta Agro Nusantara;210;PT Astra Agro Lestari Tbk;Parent company;;92.0;;;;
2194;38125;PT Rimbunan Alam Sentosa;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2195;38126;PT Suryaindah Nusantarapagi;210;PT Astra Agro Lestari Tbk;Parent company;;95.0;;;;
2196;38127;PT Bhadra Cemerlang;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2197;38128;PT Nirmala Agro Lestari;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2198;38130;PT Gunung Sejahtera Yoli Makmur;210;PT Astra Agro Lestari Tbk;Parent company;;95.0;;;;
2199;38131;PT Persadabina Nusantaraabadi;210;PT Astra Agro Lestari Tbk;Parent company;;95.0;;;;
2200;38132;PT Karyanusa Ekadaya;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2201;38133;PT Sumber Kharisma Persada;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2202;38134;PT Sukses Tani Nusasubur;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2203;38135;PT Borneo Indah Marjaya;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2204;38137;PT Cipta Narada Lestari;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2205;38138;PT Subur Abadi Plantations;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2206;38139;PT Subur Agro Makmur;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2207;38145;Montana Exploradora de Guatemala S.A;3021;GoldCorp Inc;Parent company;;100.0;;;;
2208;38149;PT Persada Dinamika Lestari;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2209;38150;PT Gunung Sejahtera Raman Permai;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2212;38151;PT Cakradenta Agung Pertiwi;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2213;38152;PT Tri Buana Mas;210;PT Astra Agro Lestari Tbk;Parent company;;100.0;;;;
2216;38163;AGROIMSA;3033;GRrupo Oleomex;Parent company;;;;;;
2219;38169;BSBIOS Marialva  Indústria e Comércio de Biodiesel Sul Brasil;933;Petrobras;Parent company;;50.0;;;;
2220;38170;Helingeer Modern Farming Co., Ltd.;3030;China Modern Dairy Holdings Limited;Parent company;;98.0;;;;
2223;38178;SLC Agrícola;3054;Grupo SLC;Parent company;;100.0;;;;
2224;38183;Instituto Nacional de Colonización;3059;Uruguayan Government;Parent company;;100.0;;;;
2225;38189;Fatima Fertilizer Company Limited;3066;Arif Habib Group;Parent company;;;;;;
2226;38189;Fatima Fertilizer Company Limited;3065;Fatima Group;Parent company;;;;;;
2227;38194;Danper Trujillo S.A.C;3075;Arne Hensel Berg;Parent company;;;;;;
2228;38194;Danper Trujillo S.A.C;3076;Rosario Bazán de Arangurí;Parent company;;;;;;
2229;38195;Rice Partners (Pvt.) Ltd.;3078;Tim Draper;Parent company;;;;;;
2230;38195;Rice Partners (Pvt.) Ltd.;3077;Augustus Ltd.;Parent company;;;;;;
2231;38195;Rice Partners (Pvt.) Ltd.;2142;Indus Basin Holding Ltd.;Parent company;;;;;;
2232;38196;Hydrocol (Pvt.) Ltd.;2142;Indus Basin Holding Ltd.;Parent company;;;;;;
2233;38197;Unknown (Mair Foods Co.);3079;Mair Foods Co.;Parent company;;;;;;
2234;38198;Brukfield Rice Pakistan (Pvt.) Limited;346;Al Dahra Agricultural Company LLC;Parent company;;;;;;
2235;38198;Brukfield Rice Pakistan (Pvt.) Limited;3080;Muhammad Wali Group;Parent company;;;;;;
2237;38201;Unknown (Felda Holdings Bhd);2222;Felda Holdings Bhd;Parent company;;;;;;
2238;38203;Pesquera Rosario S.A;3085;Grupo Falcone Adrianzen Pazos;Parent company;;100.0;;;;
2240;38205;Gloria S.A;3087;Grupo Gloria;Parent company;;100.0;;;;
2241;38206;COAZUCAR - Corporación Azucarera del Perú S.A.C;3087;Grupo Gloria;Parent company;;100.0;;;;
2242;38207;Parfen S.A;3088;Azara LLC;Parent company;;100.0;;;;
2243;38209;Agrícola Pampa Baja S.A.C;3089;LAYCONSA - Lápices y Conexos S.A;Parent company;;83.0;;;;
2244;38210;CONSORCIO CORPORACIÓN MENDOZA DEL SOLAR SAC. ULEXANDES  SAC.;3090;Corporación Mendoza del Solar SAC;Parent company;;;;;;
2245;38214;Unknown (The Abraaj Group);348;The Abraaj Group;Parent company;;;;;;
2246;38217;Timor Global (TL) LDA;3094;Timor Global PTE. LTD.;Parent company;;;;;;
2247;38231;Agro Lines;3095;Soon Hua Seng Group Co., Ltd.;Parent company;;56.0;;;;
2248;38231;Agro Lines;984;CDC Group plc;Parent company;;56.0;;;;
2249;38231;Agro Lines;3096;Advance Agro Public Company Limited;Parent company;;56.0;;;;
2250;38231;Agro Lines;278;Oji Paper Co Ltd;Parent company;;56.0;;;;
2251;38231;Agro Lines;147;Stora Enso;Parent company;;56.0;;;;
2253;38238;Russian Agricultural Division;883;OJSC Pava;Parent company;;100.0;;;;
2254;38240;RiceTec Sementes Ltda.;3108;RiceTec;Parent company;;100.0;;;;
2255;38242;Unknown (AgroGeneration);656;AgroGeneration;Parent company;;;;;;
2263;38248;Unknown (Trigon Agri );870;Trigon Agri;Parent company;;;;;;
2264;38251;Unknown ( ELANA Agricultural Land Opportunity Fund (ELARG));839;ELANA Agricultural Land Opportunity Fund (ELARG);Parent company;;;;;;
2266;38256;Geoff Palm;2387;SIVA Group;Parent company;;;;;;
2270;38174;Forestal Oriental S.A;3051;UPM;Parent company;;100.0;;;;
2271;38175;GMO Renewable Resources;3052;Grantham, Mayo, Van Otterloo & Co. LLC (GMO LLC);Parent company;;;;;;
2272;38263;Guadalcanal Plains Palm Oil Ltd. (GPPOL);330;Kulim (Malaysia) Berhad;Parent company;;;;;;
2273;38283;Soprolives;3130;Sovena Group;Parent company;;;;;;
2274;38285;Société Agricole de Raffinage Industriel du Sucre du Congo (SARIS Congo);974;Somdiaa;Parent company;;;;;;
2276;38287;Unilever Tea Tanzania Ltd;3131;Unilever PLC;Parent company;;;;;;
2277;38290;Unknown(Agrogeba);3135;Agrogeba;Parent company;;;;;;
2278;38291;Compagnie Sucrière du Tchad (CST);974;Somdiaa;Parent company;;100.0;;;;
2280;38293;Unknown (Bunge Ltd);177;Bunge Ltd;Parent company;;;;;;
2285;38307;Triangle Limited;3142;Tongaat Hulett Sugar South Africa Ltd.;Parent company;;100.0;;;;
2286;38314;Unknown (Chawagwa);3145;Chawagwa;Parent company;;;;;;
2287;38319;Unknown (China National Corporation for Overseas Economic Cooperation, China-Ukraine International Engineering Cooperation Association Ltd., KSG Agro SA, Xinjiang Production and Construction Corps (XPCC));3148;China National Corporation for Overseas Economic Cooperation;Parent company;;;;;;
2288;38319;Unknown (China National Corporation for Overseas Economic Cooperation, China-Ukraine International Engineering Cooperation Association Ltd., KSG Agro SA, Xinjiang Production and Construction Corps (XPCC));3147;Xinjiang Production and Construction Corps (XPCC);Parent company;;;;;;
2289;38319;Unknown (China National Corporation for Overseas Economic Cooperation, China-Ukraine International Engineering Cooperation Association Ltd., KSG Agro SA, Xinjiang Production and Construction Corps (XPCC));3146;KSG Agro SA;Parent company;;;;;;
2290;38319;Unknown (China National Corporation for Overseas Economic Cooperation, China-Ukraine International Engineering Cooperation Association Ltd., KSG Agro SA, Xinjiang Production and Construction Corps (XPCC));3149;China-Ukraine International Engineering Cooperation Association Ltd.;Parent company;;;;;;
2291;38320;Shin Yang Oil Palm Sdn. Bhd.;315;Shin Yang Holding;Parent company;;;;;;
2292;38321;Unknown (RH Forest Corporation);316;RH Forest Corporation Sdn. Bhd.;Parent company;;;;;;
2293;38327;Ekran Plantations Sdn. Bhd.;321;Ekran Berhad;Parent company;;;;;;
2294;38330;Sime Darby Plantation oil and palm kernel (Sarawak) Sdn Bhd;201;Sime Darby;Parent company;;;;;;
2295;38331;Sime Darby Plantation (Sabah) Sdn Bhd;201;Sime Darby;Parent company;;;;;;
2296;38332;Sime Darby Plantation (Peninsular) Sdn Bhd;201;Sime Darby;Parent company;;;;;;
2297;38333;Unknown (Nordzucker AG);3152;Nordzucker AG;Parent company;;;;;;
2298;38335;Hippo Valley Estates Ltd;3142;Tongaat Hulett Sugar South Africa Ltd.;Parent company;;;;;;
2300;38345;Unknown (Kuala Lumpur Kepong Berhad (KLK));208;Kuala Lumpur Kepong Berhad (KLK);Parent company;;;;;;
2301;38354;United Plantations Berhad;1920;United International Entreprises;Parent company;;46.0;;;;
2302;38356;Rimbunan Sawit Berhad (RSB);317;Rimbunan Hijau Group;Parent company;;;;;;
2303;38357;Unknown (Subur Tiasa Holdings Berhad);3161;Subur Tiasa Holdings Berhad;Parent company;;;;;;
2304;38359;Subur Tiasa Forestry Sdn. Bhd.;3161;Subur Tiasa Holdings Berhad;Parent company;;;;;;
2305;38363;Unknown (Edo Government);3162;Edo Government;Parent company;;;;;;
2310;38373;Navi Mumbai SEZ Private Limited (NMSEZ);3175;Dronagiri Infrastructure Private Limited (DIPL);Parent company;;26.0;;;;
2311;38373;Navi Mumbai SEZ Private Limited (NMSEZ);2014;City & Industrial Development Corporation of Maharashtra Limited (CIDCO);Parent company;;26.0;;;;
2312;38360;VEDANTA ALUMINIUM LTD;2391;Vedanta Resources;Parent company;;;;;;
2313;38376;Kakinada SEZ Pvt. Ltd.;3177;Infrastructure Leasing & Financial Services Limited (IL&FS);Parent company;;51.0;;;;
2314;38376;Kakinada SEZ Pvt. Ltd.;579;Andhra Pradesh Industrial Infrastructure Corporation Ltd (APIIC);Parent company;;51.0;;;;
2315;38376;Kakinada SEZ Pvt. Ltd.;580;GMR Group;Parent company;;51.0;;;;
2316;37616;JVL Overseas Pte Ltd (Ethiopian Branch);2668;JVL Agro Industries Ltd;Parent company;;;;;;
2349;36644;Alpha Logging and Wood Processing Corporation;2134;Woodman Group;Parent company;;60.0;;;;
2730;38070;Oserian Development Company Ltd;2983;Mavuno Group;Parent company;;;;;;
2878;37448;Unknown (Eurofuel Tech, Xenerga);2212;Xenerga Inc;Parent company;;;;;;
2879;37448;Unknown (Eurofuel Tech, Xenerga);2213;Eurofuel Tech;Parent company;;;;;;
3129;38271;Chanyanya Infrastructure Company.;3126;InfraCo Limited;Parent company;;80.0;;;;InfraCo Africa, holds 80% equity shares in CIC. In 2006, InfraCo Africa, part of the Private Infrastructure Development Group (PIDG), launched apioneering pilot project, Chanyanya,
3202;36550;Tozzi Green;1210;Tozzi Renewable Energy;Parent company;;100.0;;;;
3203;36032;Unknown (Al Ain National Wildlife);1419;Al Ain National Wildlife;Parent company;;;;;;
3205;36559;Namibia Agriculture and Renewables (NAR);2023;Caparo Group;Parent company;;100.0;;;;
3226;37445;SIPEF-CI SA;1961;SIPEF;Parent company;;32.0;;;;
3233;38188;CMPC Riograndense;3064;Compañía Manufacturera de Papeles y Cartones (CMPC);Parent company;;100.0;;;;
3234;37532;Vaitarna Holdings Private Inc. (VHPI);2297;Cafe Coffee Day (CCD);Parent company;;;;;;
3237;37085;Sime Darby Plantation (Liberia);201;Sime Darby;Parent company;;100.0;;;;
3239;37965;Unknown (Pantaleon);2884;Pantaleon;Parent company;;100.0;;;;
3271;37468;Unknown (New Agricultural Services (Agricserv) Ltd);2575;New Agricultural Services (Agricserv) Ltd;Parent company;;;;;;
3275;36635;Eucalyptus Fibre Congo;988;MagIndustries;Parent company;;;;;;
3285;35138;Unknown (Agricultural Department of the Guangxi Zuang Autonomous Region (ADGZAR));401;Agricultural Department of the Guangxi Zuang Autonomous Region (ADGZAR);Parent company;;;;;;
3286;37870;Unknown (Cie Automotive S.A.);2815;Cie Automotive S.A.;Parent company;;;;;;
3312;38034;Unknown (E-Cane Fuel Corp);2944;E-Cane Fuel Corp;Parent company;;;;;;
3504;37968;Unknown (Herminio Teves Company Inc);461;Herminio Teves Company Inc;Parent company;;;;;;
3505;37004;Unknown (Mo Hy Pa Masu Orn Kampuchea Co Ltd);2341;Mo Hy Pa Masu Orn Kampuchea Co Ltd;Parent company;;;;;;
3620;37907;Unknown (AgriNurture Inc. (ANI), Far East Agricultural Investment Co);441;AgriNurture Inc. (ANI);Parent company;;;;;;
3621;37907;Unknown (AgriNurture Inc. (ANI), Far East Agricultural Investment Co);442;Far East Agricultural Investment Co;Parent company;;;;;;
3735;34816;Unknown (Doty Saigon-Binh Phouc (SBK));35;Dau Tu Saigon-Binh Phouc (SBK);Parent company;;;;;;
3737;34818;Unknown (Fortuna Plantation (Cambodia) Limited);37;Fortuna Plantation (Cambodia) Limited;Parent company;;;;;;
3752;36952;Unknown (Kim Chea Toun Group);3184;Kim Chea Toun Group;Parent company;;;;;;
3753;34820;GG World Group (Cambodia) Development Co., Ltd;2357;Unknown (#158539);Parent company;;40.0;;;;
3754;34820;GG World Group (Cambodia) Development Co., Ltd;2356;Unknown (#158538);Parent company;;60.0;;;;
3757;34821;Global Agricultural Development (Cambodia) Limited;3186;Unknown;Parent company;;;;;;
